#PATH-POINTS-START Path
-127,-119.38,120,0
-126.852,-117.387,120
-126.462,-115.428,120
-125.819,-113.536,120
-124.95,-111.737,120
-123.904,-110.034,120
-122.697,-108.441,120
-121.359,-106.955,120
-119.925,-105.562,120
-118.409,-104.258,120
-116.827,-103.035,120
-115.191,-101.886,120
-113.508,-100.805,120
-111.788,-99.786,120
-110.035,-98.822,120
-108.256,-97.909,120
-106.454,-97.042,120
-104.633,-96.217,120
-102.794,-95.43,120
-100.941,-94.678,120
-99.071,-93.967,120
-97.191,-93.287,120
-95.3,-92.634,120
-93.401,-92.007,120
-91.493,-91.407,120
-89.576,-90.837,120
-87.653,-90.288,120
-85.725,-89.757,120
-83.79,-89.253,120
-81.849,-88.769,120
-79.905,-88.301,120
-77.956,-87.853,120
-76.002,-87.426,120
-74.045,-87.013,120
-72.085,-86.616,120
-70.12,-86.239,120
-68.154,-85.874,120
-66.185,-85.525,120
-64.212,-85.194,120
-62.239,-84.871,120
-60.262,-84.567,120
-58.283,-84.276,120
-56.303,-83.993,120
-54.321,-83.731,120
-52.337,-83.477,120
-50.351,-83.235,120
-48.364,-83.008,120
-46.377,-82.788,120
-44.387,-82.586,120
-42.396,-82.392,120
-40.405,-82.209,120
-38.412,-82.04,120
-36.418,-81.877,120
-34.424,-81.732,120
-32.429,-81.593,120
-30.433,-81.466,120
-28.436,-81.352,120
-26.439,-81.243,120
-24.441,-81.152,120
-22.443,-81.066,120
-20.444,-80.993,120
-18.445,-80.93,120
-16.446,-80.875,120
-14.446,-80.836,120
-12.447,-80.801,120
-10.447,-80.783,120
-8.447,-80.771,120
-6.447,-80.771,120
-4.447,-80.783,120
-2.447,-80.8,120
-0.447,-80.836,120
1.552,-80.877,120
3.552,-80.931,120
5.551,-80.996,120
7.549,-81.069,120
9.547,-81.159,120
11.545,-81.255,120
13.542,-81.367,120
15.538,-81.488,120
17.534,-81.62,120
19.528,-81.768,120
21.522,-81.923,120
23.515,-82.095,120
25.506,-82.279,120
27.497,-82.472,120
29.486,-82.684,120
31.473,-82.906,120
33.459,-83.143,120
35.443,-83.396,120
37.426,-83.659,120
39.405,-83.943,120
41.383,-84.24,120
43.359,-84.549,120
45.331,-84.883,120
47.301,-85.23,120
49.268,-85.591,120
51.23,-85.979,120
53.189,-86.382,120
55.144,-86.801,120
57.094,-87.249,120
59.038,-87.716,120
60.978,-88.202,120
62.911,-88.715,120
64.836,-89.257,120
66.755,-89.822,120
68.666,-90.413,120
70.566,-91.037,120
72.454,-91.696,120
74.331,-92.386,120
76.195,-93.111,120
78.044,-93.873,120
79.875,-94.678,120
81.683,-95.532,120
83.468,-96.434,120
85.226,-97.387,120
86.952,-98.397,120
88.641,-99.468,120
90.285,-100.605,120
91.877,-101.815,120
93.406,-103.104,120
94.86,-104.475,120
96.226,-105.936,120
97.484,-107.49,120
98.602,-109.147,120
99.572,-110.895,120
100.375,-112.725,120
100.994,-114.625,120
101.382,-116.586,120
101.6,-119.38,120,0
101.6,-119.38,0,0
#PATH.JERRYIO-DATA {"appVersion":"0.10.0","format":"path.jerryio v0.1","gc":{"robotWidth":13.6,"robotHeight":15.5,"robotIsHolonomic":false,"showRobot":true,"uol":2.54,"pointDensity":0.7874015748031495,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"V5RC 2026 - Push Back (Skills)","signature":"V5RC-PushBack-Skills-TopDownHighlighted-TileColor66_71","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"PgLEMN9HeQ","x":-50,"y":-47,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"NV2Jk2hSTd","x":-50,"y":-28,"lock":false,"visible":true,"__type":"control"},{"uid":"jv7Ef2OhIH","x":40,"y":-25.5,"lock":false,"visible":true,"__type":"control"},{"uid":"5XIljcVcs8","x":40,"y":-47,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"JdYft5yPI7"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":600,"label":"600"},"step":1,"from":40,"to":120},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1}},"name":"Path","uid":"EdOQPr0toX","lock":false,"visible":true}]}
